event_id,user_id,event,category,event_time
69,385,view_item,Beauty,2025-07-18 13:59:00
70,3465,view_item,Fashion,2025-07-26 11:05:00
71,2565,add_to_cart,Electronics,2025-07-15 23:00:00
72,2609,view_item,Fashion,2025-07-13 00:47:00
73,996,view_item,Electronics,2025-07-26 18:05:00
74,86,checkout,Fashion,2025-07-18 04:54:00
75,4699,view_item,Home & Living,2025-07-21 10:22:00
76,994,add_to_cart,Fashion,2025-07-02 18:03:00
77,4351,add_to_cart,Beauty,2025-07-26 03:54:00
78,4115,view_item,Electronics,2025-07-11 01:56:00
79,1112,view_item,Beauty,2025-07-15 06:25:00
80,571,checkout,Beauty,2025-07-26 16:31:00
81,1685,add_to_cart,Home & Living,2025-07-05 14:05:00
82,1778,view_item,Beauty,2025-07-20 12:36:00
83,2010,view_item,Fashion,2025-07-26 19:03:00
84,59,view_item,Beauty,2025-07-28 13:05:00
85,3005,view_item,Beauty,2025-07-08 02:41:00
86,2739,add_to_cart,Home & Living,2025-07-08 18:31:00
87,4654,view_item,Fashion,2025-07-26 03:06:00
88,3112,view_item,Beauty,2025-07-31 21:39:00
89,349,add_to_cart,Fashion,2025-07-30 07:30:00
90,3983,view_item,Fashion,2025-07-28 05:34:00
91,4871,checkout,Home & Living,2025-07-21 12:26:00
92,39,checkout,Beauty,2025-07-10 05:33:00
93,674,add_to_cart,Home & Living,2025-07-09 02:52:00
94,3377,view_item,Electronics,2025-07-04 19:44:00
95,3784,add_to_cart,Beauty,2025-07-07 10:34:00
96,2455,add_to_cart,Home & Living,2025-07-02 11:07:00
97,307,add_to_cart,Fashion,2025-07-18 00:08:00
98,4018,view_item,Fashion,2025-07-05 15:26:00
99,1709,view_item,Home & Living,2025-07-28 16:55:00
100,840,add_to_cart,Beauty,2025-07-22 08:29:00
101,951,view_item,Fashion,2025-07-26 06:59:00
102,178,view_item,Home & Living,2025-07-02 13:31:00
103,3295,add_to_cart,Beauty,2025-07-28 21:55:00
104,4972,view_item,Electronics,2025-07-06 16:34:00
105,2280,add_to_cart,Home & Living,2025-07-28 10:48:00
106,2873,add_to_cart,Electronics,2025-07-08 10:34:00
107,3717,add_to_cart,Fashion,2025-07-04 14:17:00
108,1611,add_to_cart,Electronics,2025-07-14 17:35:00
109,982,add_to_cart,Electronics,2025-07-27 08:49:00
110,288,view_item,Fashion,2025-07-07 18:32:00
111,4283,view_item,Electronics,2025-07-07 17:30:00
112,3631,checkout,Beauty,2025-07-08 23:14:00
113,1757,view_item,Home & Living,2025-07-16 14:00:00
114,2057,view_item,Electronics,2025-07-01 19:00:00
115,924,view_item,Beauty,2025-07-27 20:55:00
116,3434,view_item,Electronics,2025-07-05 12:08:00
117,2857,add_to_cart,Beauty,2025-07-02 08:04:00
118,1396,checkout,Fashion,2025-07-20 01:46:00
119,2918,view_item,Home & Living,2025-07-01 08:48:00
120,2290,view_item,Electronics,2025-07-23 22:31:00
121,4847,view_item,Beauty,2025-07-07 05:17:00
122,3042,add_to_cart,Fashion,2025-07-21 02:03:00
123,3955,view_item,Beauty,2025-07-21 04:09:00
124,2270,view_item,Home & Living,2025-07-24 23:35:00
125,3889,add_to_cart,Fashion,2025-07-09 18:26:00
126,1677,view_item,Fashion,2025-07-03 15:53:00
127,2446,view_item,Fashion,2025-07-01 08:53:00
128,1753,view_item,Fashion,2025-07-04 17:53:00
129,423,view_item,Electronics,2025-07-13 16:27:00
130,813,view_item,Home & Living,2025-07-16 00:09:00
131,4475,view_item,Home & Living,2025-07-21 05:03:00
132,1241,view_item,Electronics,2025-07-11 07:25:00
133,3393,view_item,Fashion,2025-07-12 06:26:00
134,4455,view_item,Electronics,2025-07-15 15:38:00
135,2565,view_item,Electronics,2025-07-16 07:08:00
136,2733,view_item,Electronics,2025-07-15 06:39:00
137,3781,view_item,Electronics,2025-07-25 01:41:00
138,3699,view_item,Fashion,2025-07-04 06:34:00
139,3119,add_to_cart,Electronics,2025-07-16 02:41:00
140,3194,view_item,Home & Living,2025-07-04 00:51:00
141,2080,add_to_cart,Beauty,2025-07-23 08:47:00
142,3339,checkout,Electronics,2025-07-04 18:10:00
143,4483,view_item,Electronics,2025-07-01 14:16:00
144,2510,view_item,Fashion,2025-07-05 07:48:00
145,2471,add_to_cart,Beauty,2025-07-30 04:11:00
146,2954,view_item,Fashion,2025-07-13 00:09:00
147,2805,view_item,Fashion,2025-07-19 08:48:00
148,675,checkout,Fashion,2025-07-30 21:46:00
149,140,view_item,Beauty,2025-07-27 14:51:00
150,3887,view_item,Fashion,2025-07-01 06:43:00
151,1497,add_to_cart,Home & Living,2025-07-12 10:06:00
152,1841,view_item,Fashion,2025-07-03 20:29:00
153,4938,add_to_cart,Beauty,2025-07-01 21:08:00
154,2215,add_to_cart,Beauty,2025-07-12 18:34:00
155,2874,view_item,Electronics,2025-07-05 03:06:00
156,4711,view_item,Electronics,2025-07-30 17:37:00
157,745,add_to_cart,Fashion,2025-07-18 12:48:00
158,2340,view_item,Home & Living,2025-07-18 13:50:00
159,4209,view_item,Home & Living,2025-07-15 12:03:00
160,80,view_item,Beauty,2025-07-09 00:32:00
161,1891,add_to_cart,Home & Living,2025-07-18 02:36:00
162,898,view_item,Electronics,2025-07-20 18:08:00
163,703,view_item,Home & Living,2025-07-02 12:36:00
164,4335,view_item,Fashion,2025-07-31 23:40:00
165,1048,add_to_cart,Fashion,2025-07-08 08:34:00
166,2204,view_item,Home & Living,2025-07-31 01:32:00
167,1293,view_item,Electronics,2025-07-31 16:26:00
168,2610,view_item,Beauty,2025-07-05 22:54:00
169,80,view_item,Fashion,2025-07-06 06:47:00
170,4028,add_to_cart,Fashion,2025-07-12 10:00:00
171,1706,view_item,Fashion,2025-07-01 00:35:00
172,4252,view_item,Home & Living,2025-07-10 23:45:00
173,3304,view_item,Home & Living,2025-07-04 19:00:00
174,28,view_item,Electronics,2025-07-04 12:51:00
175,22,view_item,Electronics,2025-07-28 02:24:00
176,4651,add_to_cart,Fashion,2025-07-05 21:31:00
177,1652,add_to_cart,Home & Living,2025-07-19 21:34:00
178,4729,add_to_cart,Home & Living,2025-07-20 01:24:00
179,73,view_item,Beauty,2025-07-27 02:54:00
180,4487,view_item,Home & Living,2025-07-09 12:15:00
181,333,view_item,Electronics,2025-07-20 18:32:00
182,2272,view_item,Fashion,2025-07-04 03:46:00
183,2002,view_item,Home & Living,2025-07-04 16:56:00
184,698,view_item,Beauty,2025-07-20 17:41:00
185,3026,view_item,Beauty,2025-07-05 18:51:00
186,2532,checkout,Fashion,2025-07-07 20:16:00
187,99,view_item,Electronics,2025-07-11 07:17:00
188,3383,view_item,Home & Living,2025-07-11 12:36:00
189,4975,view_item,Beauty,2025-07-29 22:17:00
190,3314,view_item,Home & Living,2025-07-23 01:06:00
191,480,view_item,Fashion,2025-07-21 23:01:00
192,1141,add_to_cart,Electronics,2025-07-05 04:41:00
193,1823,view_item,Home & Living,2025-07-25 09:00:00
194,1223,view_item,Home & Living,2025-07-17 11:32:00
195,574,view_item,Home & Living,2025-07-11 04:29:00
196,1863,add_to_cart,Beauty,2025-07-07 13:19:00
197,1309,view_item,Fashion,2025-07-15 00:00:00
198,2414,view_item,Electronics,2025-07-04 17:08:00
199,4520,view_item,Beauty,2025-07-04 21:26:00
200,569,add_to_cart,Fashion,2025-07-11 11:36:00
201,147,add_to_cart,Beauty,2025-07-29 12:07:00
202,260,view_item,Electronics,2025-07-06 07:03:00
203,2167,view_item,Home & Living,2025-07-02 02:08:00
204,4601,view_item,Fashion,2025-07-15 02:01:00
205,736,view_item,Fashion,2025-07-29 04:36:00
206,3500,view_item,Electronics,2025-07-05 00:41:00
207,2167,view_item,Beauty,2025-07-24 13:27:00
208,2664,checkout,Fashion,2025-07-25 23:58:00
209,2119,view_item,Beauty,2025-07-02 09:41:00
210,1456,checkout,Fashion,2025-07-14 07:54:00
211,2457,add_to_cart,Home & Living,2025-07-01 03:39:00
212,722,view_item,Beauty,2025-07-12 15:46:00
213,1680,view_item,Beauty,2025-07-05 08:15:00
214,2865,view_item,Home & Living,2025-07-14 17:10:00
215,1337,add_to_cart,Beauty,2025-07-24 21:08:00
216,3759,view_item,Fashion,2025-07-01 16:25:00
217,3427,checkout,Home & Living,2025-07-30 22:50:00
218,3279,add_to_cart,Fashion,2025-07-09 02:59:00
219,3621,add_to_cart,Home & Living,2025-07-15 16:54:00
220,2209,view_item,Beauty,2025-07-27 02:42:00
221,1308,view_item,Electronics,2025-07-12 00:02:00
222,3382,add_to_cart,Electronics,2025-07-10 16:36:00
223,3960,checkout,Beauty,2025-07-05 07:20:00
224,2228,view_item,Fashion,2025-07-10 23:26:00
225,3100,checkout,Fashion,2025-07-05 02:21:00
226,3546,add_to_cart,Beauty,2025-07-25 11:10:00
227,2924,view_item,Beauty,2025-07-06 00:25:00
228,2265,add_to_cart,Beauty,2025-07-03 03:06:00
229,4040,view_item,Fashion,2025-07-03 16:09:00
230,3798,view_item,Fashion,2025-07-22 13:14:00
231,2513,view_item,Fashion,2025-07-19 09:32:00
232,4119,add_to_cart,Fashion,2025-07-17 16:17:00
233,4807,view_item,Home & Living,2025-07-13 12:16:00
234,150,add_to_cart,Beauty,2025-07-27 03:02:00
235,1489,view_item,Electronics,2025-07-29 11:19:00
236,1607,view_item,Beauty,2025-07-24 05:15:00
237,241,add_to_cart,Electronics,2025-07-02 09:39:00
238,4325,view_item,Home & Living,2025-07-31 07:31:00
239,1166,add_to_cart,Electronics,2025-07-21 16:24:00
240,434,view_item,Electronics,2025-07-02 22:12:00
241,861,view_item,Home & Living,2025-07-19 19:38:00
242,406,view_item,Electronics,2025-07-09 01:00:00
243,1720,checkout,Beauty,2025-07-16 03:15:00
244,877,add_to_cart,Home & Living,2025-07-19 14:48:00
245,4545,view_item,Home & Living,2025-07-24 03:56:00
246,3179,add_to_cart,Fashion,2025-07-31 11:43:00
247,418,view_item,Beauty,2025-07-21 09:54:00
248,3823,add_to_cart,Beauty,2025-07-30 00:40:00
249,987,view_item,Electronics,2025-07-15 10:14:00
250,2767,add_to_cart,Fashion,2025-07-01 15:59:00
251,1364,view_item,Home & Living,2025-07-01 15:08:00
252,3834,add_to_cart,Electronics,2025-07-15 03:26:00
253,867,view_item,Home & Living,2025-07-23 16:07:00
254,3851,view_item,Fashion,2025-07-07 21:38:00
255,4818,view_item,Home & Living,2025-07-16 03:34:00
256,1622,view_item,Home & Living,2025-07-08 01:28:00
257,3435,checkout,Electronics,2025-07-01 05:51:00
258,2350,add_to_cart,Electronics,2025-07-23 17:23:00
259,2883,add_to_cart,Home & Living,2025-07-17 01:00:00
260,1391,add_to_cart,Beauty,2025-07-10 06:51:00
261,1106,add_to_cart,Fashion,2025-07-31 05:10:00
262,996,view_item,Home & Living,2025-07-26 12:38:00
263,3133,add_to_cart,Beauty,2025-07-09 12:42:00
264,3868,view_item,Electronics,2025-07-15 21:43:00
265,2921,view_item,Electronics,2025-07-23 03:15:00
266,4736,add_to_cart,Beauty,2025-07-31 04:05:00
267,2637,add_to_cart,Electronics,2025-07-27 13:57:00
268,2443,view_item,Fashion,2025-07-01 15:59:00
269,80,view_item,Fashion,2025-07-02 20:33:00
270,2114,view_item,Fashion,2025-07-07 22:47:00
271,922,view_item,Fashion,2025-07-10 17:54:00
272,2399,view_item,Electronics,2025-07-01 09:58:00
273,878,add_to_cart,Home & Living,2025-07-26 02:52:00
274,127,add_to_cart,Beauty,2025-07-02 04:06:00
275,3018,view_item,Electronics,2025-07-24 11:48:00
276,4507,add_to_cart,Home & Living,2025-07-13 22:50:00
277,2008,add_to_cart,Fashion,2025-07-30 19:55:00
278,2704,view_item,Fashion,2025-07-03 02:00:00
279,2670,add_to_cart,Electronics,2025-07-29 08:58:00
280,4086,view_item,Home & Living,2025-07-05 15:32:00
281,4795,add_to_cart,Home & Living,2025-07-04 10:30:00
282,2022,view_item,Beauty,2025-07-25 03:08:00
283,4473,checkout,Electronics,2025-07-30 15:21:00
284,807,view_item,Fashion,2025-07-12 18:31:00
285,4151,view_item,Electronics,2025-07-09 04:24:00
286,374,view_item,Home & Living,2025-07-24 12:01:00
287,1258,add_to_cart,Beauty,2025-07-14 23:53:00
288,3030,view_item,Beauty,2025-07-15 14:09:00
289,301,view_item,Beauty,2025-07-04 00:29:00
290,1668,add_to_cart,Electronics,2025-07-15 03:23:00
291,3148,add_to_cart,Beauty,2025-07-16 17:41:00
292,1884,add_to_cart,Home & Living,2025-07-02 06:06:00
293,3987,view_item,Beauty,2025-07-08 16:01:00
294,1522,view_item,Home & Living,2025-07-03 09:32:00
295,2657,add_to_cart,Home & Living,2025-07-13 01:10:00
296,4610,view_item,Fashion,2025-07-25 12:43:00
297,4327,checkout,Home & Living,2025-07-29 14:11:00
298,4547,checkout,Beauty,2025-07-15 13:27:00
299,2054,view_item,Fashion,2025-07-21 12:43:00
300,1695,view_item,Fashion,2025-07-03 22:13:00
301,2772,add_to_cart,Fashion,2025-07-31 12:30:00
302,3421,view_item,Fashion,2025-07-05 06:57:00
303,4334,add_to_cart,Home & Living,2025-07-27 15:38:00
304,427,checkout,Home & Living,2025-07-23 00:51:00
305,2157,view_item,Home & Living,2025-07-08 05:03:00
306,2742,add_to_cart,Beauty,2025-07-09 00:22:00
307,209,view_item,Fashion,2025-07-19 13:47:00
308,687,view_item,Beauty,2025-07-15 13:16:00
309,73,view_item,Beauty,2025-07-21 23:20:00
310,3371,view_item,Home & Living,2025-07-16 16:38:00
311,3796,add_to_cart,Home & Living,2025-07-12 08:10:00
312,3575,view_item,Electronics,2025-07-28 00:15:00
313,4317,view_item,Beauty,2025-07-06 15:13:00
314,3297,view_item,Fashion,2025-07-07 05:03:00
315,1443,checkout,Fashion,2025-07-05 15:06:00
316,872,add_to_cart,Electronics,2025-07-27 11:41:00
317,4015,add_to_cart,Home & Living,2025-07-31 15:06:00
318,3465,view_item,Fashion,2025-07-10 05:39:00
319,4450,view_item,Beauty,2025-07-09 17:25:00
320,4728,view_item,Fashion,2025-07-06 03:53:00
321,3481,view_item,Electronics,2025-07-28 05:11:00
322,243,add_to_cart,Fashion,2025-07-31 18:50:00
323,4503,view_item,Electronics,2025-07-29 08:11:00
324,3257,view_item,Beauty,2025-07-03 01:27:00
325,4476,add_to_cart,Electronics,2025-07-15 14:56:00
326,159,add_to_cart,Fashion,2025-07-03 12:59:00
327,1590,checkout,Home & Living,2025-07-02 10:43:00
328,89,view_item,Electronics,2025-07-07 06:11:00
329,3386,view_item,Home & Living,2025-07-30 08:24:00
330,4732,add_to_cart,Fashion,2025-07-28 14:10:00
331,4614,add_to_cart,Beauty,2025-07-14 07:58:00
332,4549,view_item,Electronics,2025-07-31 18:02:00
333,3258,view_item,Beauty,2025-07-06 11:39:00
334,4506,view_item,Beauty,2025-07-20 07:47:00
335,4954,view_item,Fashion,2025-07-23 05:48:00
336,4041,view_item,Fashion,2025-07-03 05:57:00
337,4691,add_to_cart,Electronics,2025-07-08 11:41:00
338,392,checkout,Beauty,2025-07-19 13:03:00
339,1028,add_to_cart,Home & Living,2025-07-15 12:41:00
340,2713,view_item,Fashion,2025-07-06 17:41:00
341,2489,checkout,Beauty,2025-07-19 15:16:00
342,4804,view_item,Beauty,2025-07-24 00:32:00
343,4474,view_item,Home & Living,2025-07-01 13:47:00
344,4057,add_to_cart,Beauty,2025-07-28 00:10:00
345,366,add_to_cart,Electronics,2025-07-30 03:36:00
346,1408,view_item,Electronics,2025-07-25 02:57:00
347,3043,checkout,Beauty,2025-07-08 19:02:00
348,2290,view_item,Beauty,2025-07-30 01:37:00
349,1845,checkout,Fashion,2025-07-12 06:15:00
350,1690,view_item,Fashion,2025-07-06 07:22:00
351,551,view_item,Electronics,2025-07-12 20:51:00
352,2715,add_to_cart,Beauty,2025-07-02 03:39:00
353,1854,view_item,Beauty,2025-07-26 22:43:00
354,274,add_to_cart,Fashion,2025-07-19 16:52:00
355,4542,add_to_cart,Beauty,2025-07-07 19:12:00
356,2012,add_to_cart,Fashion,2025-07-10 07:25:00
357,1338,view_item,Home & Living,2025-07-26 17:01:00
358,2842,view_item,Fashion,2025-07-27 08:48:00
359,2214,view_item,Electronics,2025-07-19 01:28:00
360,2731,view_item,Home & Living,2025-07-28 19:38:00
361,1097,view_item,Electronics,2025-07-08 15:25:00
362,1623,view_item,Electronics,2025-07-10 18:23:00
363,2277,view_item,Fashion,2025-07-01 12:11:00
364,4877,add_to_cart,Beauty,2025-07-19 06:57:00
365,3672,add_to_cart,Beauty,2025-07-26 03:37:00
366,1085,view_item,Fashion,2025-07-03 22:14:00
367,819,view_item,Home & Living,2025-07-24 12:08:00
368,3470,view_item,Beauty,2025-07-05 21:54:00
369,4168,view_item,Home & Living,2025-07-04 04:44:00
370,209,view_item,Home & Living,2025-07-26 07:01:00
371,37,add_to_cart,Fashion,2025-07-29 17:57:00
372,2201,add_to_cart,Beauty,2025-07-09 01:12:00
373,1362,view_item,Electronics,2025-07-23 07:55:00
374,2719,view_item,Beauty,2025-07-04 08:13:00
375,1144,view_item,Electronics,2025-07-04 09:15:00
376,405,view_item,Home & Living,2025-07-19 14:40:00
377,1145,view_item,Beauty,2025-07-05 11:44:00
378,2059,view_item,Fashion,2025-07-03 16:34:00
379,1936,add_to_cart,Beauty,2025-07-22 10:44:00
380,4422,view_item,Electronics,2025-07-24 00:19:00
381,4447,view_item,Home & Living,2025-07-14 15:40:00
382,3132,checkout,Fashion,2025-07-29 07:48:00
383,1394,view_item,Home & Living,2025-07-12 19:03:00
384,1360,view_item,Beauty,2025-07-18 21:18:00
385,3550,view_item,Beauty,2025-07-17 10:40:00
386,4125,add_to_cart,Beauty,2025-07-17 06:53:00
387,4436,checkout,Fashion,2025-07-11 22:27:00
388,3915,view_item,Fashion,2025-07-06 00:47:00
389,4161,view_item,Beauty,2025-07-05 21:37:00
390,1379,view_item,Beauty,2025-07-07 20:55:00
391,2613,view_item,Beauty,2025-07-19 12:10:00
392,4551,view_item,Fashion,2025-07-28 11:00:00
393,871,view_item,Fashion,2025-07-26 21:59:00
394,3324,add_to_cart,Fashion,2025-07-10 14:11:00
395,4526,view_item,Home & Living,2025-07-25 08:56:00
396,1477,view_item,Electronics,2025-07-31 05:50:00
397,1332,checkout,Fashion,2025-07-03 09:36:00
398,4698,view_item,Fashion,2025-07-26 00:38:00
399,3421,view_item,Home & Living,2025-07-23 14:02:00
400,1101,view_item,Home & Living,2025-07-09 10:52:00
401,432,view_item,Beauty,2025-07-06 02:30:00
402,2336,view_item,Electronics,2025-07-08 19:04:00
403,409,view_item,Electronics,2025-07-08 11:48:00
404,1645,view_item,Fashion,2025-07-10 14:05:00
405,712,view_item,Fashion,2025-07-01 22:02:00
406,3440,checkout,Electronics,2025-07-05 14:31:00
407,306,view_item,Beauty,2025-07-13 03:59:00
408,3425,view_item,Electronics,2025-07-14 04:25:00
409,2306,add_to_cart,Fashion,2025-07-23 11:00:00
410,121,view_item,Beauty,2025-07-06 06:17:00
411,3471,view_item,Electronics,2025-07-14 21:09:00
412,1827,view_item,Electronics,2025-07-28 06:50:00
413,3362,view_item,Electronics,2025-07-30 19:16:00
414,2320,checkout,Electronics,2025-07-10 04:12:00
415,813,view_item,Home & Living,2025-07-29 09:07:00
416,1611,view_item,Home & Living,2025-07-16 21:57:00
417,3182,view_item,Beauty,2025-07-14 01:27:00
418,1708,add_to_cart,Beauty,2025-07-06 19:02:00
419,2273,add_to_cart,Home & Living,2025-07-16 10:54:00
420,2787,view_item,Electronics,2025-07-15 00:05:00
421,4051,view_item,Fashion,2025-07-23 05:02:00
422,1382,view_item,Beauty,2025-07-15 09:17:00
423,2190,add_to_cart,Electronics,2025-07-06 07:17:00
424,2830,add_to_cart,Home & Living,2025-07-26 06:32:00
425,3185,view_item,Beauty,2025-07-25 00:10:00
426,2941,add_to_cart,Beauty,2025-07-12 23:14:00
427,3101,view_item,Fashion,2025-07-19 01:17:00
428,3831,view_item,Fashion,2025-07-14 23:45:00
429,2181,add_to_cart,Electronics,2025-07-31 00:38:00
430,2777,view_item,Fashion,2025-07-11 20:56:00
431,2564,add_to_cart,Home & Living,2025-07-09 05:05:00
432,3202,view_item,Beauty,2025-07-25 18:38:00
433,132,view_item,Electronics,2025-07-08 15:34:00
434,637,add_to_cart,Beauty,2025-07-02 09:31:00
435,3364,view_item,Electronics,2025-07-15 16:58:00
436,4281,view_item,Beauty,2025-07-15 01:25:00
437,3074,view_item,Electronics,2025-07-15 20:54:00
438,2879,view_item,Home & Living,2025-07-14 14:08:00
439,3177,view_item,Fashion,2025-07-30 02:23:00
440,2433,view_item,Electronics,2025-07-27 16:47:00
441,4989,add_to_cart,Electronics,2025-07-05 14:30:00
442,1368,view_item,Electronics,2025-07-17 09:21:00
443,336,add_to_cart,Home & Living,2025-07-27 17:24:00
444,168,checkout,Beauty,2025-07-12 13:48:00
445,3510,view_item,Electronics,2025-07-02 07:45:00
446,2032,view_item,Home & Living,2025-07-14 18:32:00
447,2013,view_item,Fashion,2025-07-16 20:28:00
448,1729,add_to_cart,Electronics,2025-07-16 22:50:00
449,986,view_item,Fashion,2025-07-06 13:26:00
450,3895,add_to_cart,Beauty,2025-07-20 00:49:00
451,4194,view_item,Home & Living,2025-07-17 13:21:00
452,1787,add_to_cart,Beauty,2025-07-26 01:24:00
453,3857,view_item,Fashion,2025-07-07 09:43:00
454,1386,checkout,Home & Living,2025-07-01 23:54:00
455,2580,add_to_cart,Beauty,2025-07-28 21:40:00
456,2480,view_item,Fashion,2025-07-04 22:29:00
457,481,add_to_cart,Beauty,2025-07-18 13:48:00
458,637,add_to_cart,Home & Living,2025-07-15 00:26:00
459,3202,view_item,Fashion,2025-07-02 02:25:00
460,1335,view_item,Electronics,2025-07-31 18:37:00
461,1453,add_to_cart,Electronics,2025-07-19 17:59:00
462,1309,view_item,Home & Living,2025-07-05 13:44:00
463,2645,add_to_cart,Fashion,2025-07-08 14:05:00
464,3749,view_item,Electronics,2025-07-27 09:39:00
465,2150,view_item,Fashion,2025-07-10 05:01:00
466,1690,checkout,Fashion,2025-07-03 21:49:00
467,1945,view_item,Beauty,2025-07-21 19:44:00
468,158,view_item,Electronics,2025-07-25 18:39:00
469,3429,view_item,Home & Living,2025-07-13 19:11:00
470,521,add_to_cart,Beauty,2025-07-15 06:00:00
471,3014,checkout,Beauty,2025-07-17 05:17:00
472,1901,add_to_cart,Beauty,2025-07-08 01:44:00
473,1202,view_item,Electronics,2025-07-18 03:26:00
474,3863,view_item,Electronics,2025-07-13 20:17:00
475,1817,view_item,Electronics,2025-07-21 16:37:00
476,425,view_item,Electronics,2025-07-28 08:56:00
477,4759,checkout,Fashion,2025-07-21 16:05:00
478,2692,view_item,Electronics,2025-07-15 01:07:00
479,3900,checkout,Electronics,2025-07-05 13:40:00
480,2445,view_item,Electronics,2025-07-02 06:01:00
481,4204,view_item,Electronics,2025-07-29 02:29:00
482,1306,view_item,Home & Living,2025-07-06 19:26:00
483,4508,add_to_cart,Fashion,2025-07-25 09:53:00
484,2451,add_to_cart,Beauty,2025-07-01 21:54:00
485,158,view_item,Home & Living,2025-07-17 21:37:00
486,2777,add_to_cart,Fashion,2025-07-15 20:17:00
487,728,view_item,Electronics,2025-07-01 13:59:00
488,4853,add_to_cart,Electronics,2025-07-29 12:54:00
489,903,add_to_cart,Fashion,2025-07-13 12:08:00
490,128,view_item,Electronics,2025-07-27 00:15:00
491,984,view_item,Home & Living,2025-07-25 05:59:00
492,3452,add_to_cart,Fashion,2025-07-29 08:17:00
493,2207,view_item,Fashion,2025-07-20 12:40:00
494,1507,view_item,Beauty,2025-07-17 21:52:00
495,3970,view_item,Electronics,2025-07-01 23:47:00
496,2419,view_item,Fashion,2025-07-22 11:13:00
497,3341,view_item,Electronics,2025-07-31 04:14:00
498,3757,view_item,Beauty,2025-07-06 17:58:00
499,2182,view_item,Home & Living,2025-07-27 22:03:00
500,2048,add_to_cart,Home & Living,2025-07-15 00:08:00
